motive	あわい 褐色 の ベスト から は 太い 真鍮 製 の アルバート 型 時計 鎖 が 垂れ下がる て いる て 、 先 に は 四角い 穴 の あく た 金属 の 小片 が 装飾 品 として つく て いる た
motive	奥さま の 声 は ふるえる て おる ます た
mean	アレク・カニンガム さん は 寝台 に 入る た ばかり だ 、 アレク・カニンガム くん は 化粧 着 で パイプ を 吹く せる て いる ます た
none	と シャーロック・ホームズ は 微笑む
motive	氏 は 僕 を 憎悪 する て いる
motive	と 青年 は 金 の 鼻眼鏡 を 目元 に 上げる 直す 、 お 邪魔 だ ない ば いい の です が
mean	ホームズ 独特 の 強烈 だ 威厳 が この 悲劇 の 場 を 圧倒 する て しまう 、 誰 も が 等しい 操る 人形 だ ある た
motive	同 五 歳 馬 にて 一 着 に は 金 一 〇 〇 〇 ソヴリン を 副 賞する
none	あの 人 は 大丈夫 です
motive	身長 五 フィート 七 インチ 、 体格 よい 、 顔色 悪い 、 黒髪 、 頭頂 に 小 禿 ある 、 たわわ だ 黒い 頬 髯 口髭 、 色眼鏡 、 話し方 は やや 訥々 、 失踪 時 の 服装 は 黒 の フロック コート 、 黒 の ベスト 、 金 の アルバート 鎖 、 下 は ハリス ツイード の 鼠色 、 ゴム 布 の 長靴 に 茶褐色 の ゲートル を 重ねる
motive	数 時間 後 に は 試験 が 始まる が 、 事実 を 公 に する か 、 この 多額 の 奨学 金 が かかる た 試験 に 犯人 を 受ける させる た まま に する か 、 いまだ この 二つ の あいだ で 苦しむ で いる た の だ
none	だが 事件 は その あと 、 けす て 法廷 に 持ち込む れる こと は ない
mean	ヴァイオリン 弾く 、 拳闘 家 、 フェンシング の 手 練れる 、 法律 通 、 コカイン と 煙草 の 中毒 者
motive	これ こそ まさしく 埋る 〈 臓 〉 金 だ
mean	焼き付く て 離れる ない 、 あの 子 の わき から 、 口 を 血塗れ に する て 立ち上がる た あの 姿
motive	初 見 で は 、 子ども の いたずら 描く の よう に も 見える
none	着替える ながら 自分 の 時計 に 目 を やる た
motive	私 は 向こう 見る ぬ だ 無鉄砲 だ 若者 だ た が 、 やつ に は 教養 も ある ば 出世 も 約束 する れる て いる た
motive	たち の 悪い 非常識 だ 悪戯 だ
mean	消防 の 人 と 同じく 、 肉 が 焼ける 匂い を かく だ
none	主 よ
motive	そんな 大金 は 用意 できる ます ん
none	古傷 が 目 から 頬 にかけて 一直線 に 大きい 腫れ上がる て いる ため 、 歯 が 三 本 、 絶えず むき出し に なる て いる
motive	支払う 金額 は お 任せる 致す ます し 、 都合 の よい とき で
motive	一 二 人 囚人 たち が 乗船 前 に ひそか に 企む で いる て 、 プレンダギャスト は その 首領 だ ある 、 そして 彼 の 金 が その 原動力 だ の だ た
motive	僕 の 本職 を 疑う 人 は いる ます ん です た
none	右 の 袖口 に 五 インチ ほど の てか り が ある ます
motive	という よう だ の が 会話 の 切れ端 だ の だ が 、 やがて いきなり 男 の 恐ろしい 叫び声 が 物音 とともに ある て 、 そして つんざく よう だ 女性 の 悲鳴
motive	三 年 の あいだ 、 この 子 の こと を ひた隠し に する た けど 、 いつも 世話 係 から すくすく 育つ てる と は 聞く てる た
none	寝室 の 窓 は 大きめ だ 、 下 から 押し上げる と 開く 種類 だ
none	私 は 狭い 道 を 歩く て いく
none	今 いる 部屋 の 戸 が 開け放つ れる と 、 喪服 に 黒い 面 紗 という 装い の 女性 が 室内 に 入る て くる た
motive	モーティマー・トリジェニス による 金 を 動機 と する た 犯罪 だ と 、 俺 は 確信 する た
none	そいつ を 見せる て くれる た の だ が 、 ワトソン 、 それ は インド の ルピー だ た の だ
none	そう です とも
motive	その とき 、 金庫 は 開けっ放し で 、 書類 は まとめる て テーブル の 上 に 置く て ある ます た
none	その ひとつ です
none	それから その 相手 は です ね 、 ここ で 躊躇 する て は 、 申し訳 が 立つ ます ん
mean	この 二つ の 目的 は 、 あの ひどい 頭 の 悪い 質屋 の 主人 を 、 毎日 何 時間 か 家 を 留守 に する せる 、 これ しか ない
none	だから ぜひとも 泊まる て いく て くれる
motive	七 時間 広げる て 、 午後 に 家 に 帰る の です が 、 見る て みる と なんと 、 二 六 シリング 四 ペンス も もらえる て いる ます た
none	お 出 に なる ない
motive	若い 頃 は 旅 を する て 、 舞台 に も 上がる ます た が 、 結局 ロンドン の 夕刊 紙 の 記者 に 落ち着く ます た
motive	ロンドン の 街 で は どんな 乞食 で も 年収 七 〇 〇 ポンド という わけ に は 参る ます ん が ?? 僕 の 平均 収入 は それ を 越える て ?? です が 、 それ は 扮装 の 力 という 特別 の 利 や 、 当意即妙 の 腕前 も ある ます た し 、 それ も やる て いる いる うち に 上達 する て 、 その おかげ で 中心 区 で も 顔 が 知る れる よう に なる ます た
mean	書き付ける の 表面 を 見る と 、 宛名 が 、 いつも の ホームズ の 綺麗 だ 筆跡 と は 似つく ない 、 めちゃくちゃ だ 字 で 書く 殴る て ある た
none	その 点 が 非常 に 大切 だ と 思う た から 、 僕 は 昨日 ダートムア へ 電報 を 打つ て 訊ねる て みる た
motive	ここ に 投資 する たい 金 が 数 千 ある 、 ほれる 、 そこで わし は あなた に つぎ込む う と 思う とる
motive	ニッケル 箔 の 金 梃子 に 、 ダイアモンド の ガラス 切り に 、 万能 鍵
mean	はじめ 、 姉 は わたくし が 分かる ない の か と 思う て いる ます た が 、 わたくし が 中腰 に なる と 、 突然 恐ろしい 声 を 絞り出す て
mean	なぜ 浮浪 者 は 死体 を 焼く ぬ ば なる ない ん です か
mean	すでに 日光 が 射す て いる ます た が 、 家 の もの は まだ 活動 する て いる ます ん です た ね
none	それ は 何とも 面白い 経験 を なす れる ます た
mean	得難い 男 だ さ 、 銃床 が 銃身 に対する が ごとし 誠実 だ ん だ
none	前 の 二 人 も 待つ て いる
motive	ところが 、 実に 恐ろしい 不幸 に 見舞う れる 、 使う た お金 は ひとつ も 回収 できる ぬ 、 抜き打ち の 会計 監査 で 、 私 の 使い 込み が ばれる て しまう た
motive	床 に 金具 で 固定 する て ある
motive	赤毛連盟 に 告ぐ ?? 米国ペンシルヴァニア州 レバノン の 故 イズィーキア・ホプキンズ 氏 の 遺志 に 基づく 、 今 、 ただ 名目 上 の 尽力 を する だけ で 週 四 ポンド 支給 する れる 権利 を 持つ 連盟 員 に 、 欠員 が 生じる た こと を 通知 する
none	と 畳みかける 依頼 人
none	私 は 飛び降りる て 、 シャーロック・ホームズ の あと に つづく て 曲がりくねる た 砂利 の 小道 を 進む 、 建物 へ と 向かう
none	侵入 者 の 襟首 を すばやい つかむ
none	よく わかる ます た
motive	ですが 罰金 なんて 大した こと だ は
none	今日 の 午後 、 聖ジェイムズ・ホール で サラサーテ の 演奏 が ある
motivation	男 に その 立場 を 得る ない ば なる ない 強い 動機 が ある の だ 、 と
motive	ご 指定 の 金額 は それ を はるか に 上回る て おる ます
none	とりあえず 同じ 建物 の 事務所 という 事務所 を 尋ねる 回る た ん です が ね 、 どうも 誰 も 知る ん よう だ の です
mean	鉛筆 も 刃物 も —— みな 納得 いく
mean	正午 に は その 惨劇 の 舞台 へ 着く 、 そして 友人 の 案内 で すぐ ハドソン 街 へ 向かう た
none	と 警部 は 声 を 上げる
motive	そう だ 、 その 金 は どこ へ 行く た と 思う
motive	ただ 何 か は 知る ます ん
mean	夫 は 、 わたくし など 靴 紐 を 結ぶ で さしあげる ほど の 価値 も ない 、 りっぱ だ りっぱ だ 紳士 です た
motive	懸賞 金 を 出す て 頂く たい —— あなた 自身 の 手 で
mean	と 声 を 絞る
none	すると 突然 、 一条 の 閃光 が 目 を 貫く た
none	家 は 庭 に 囲む れる て いる た が 、 その 西側 は 大通り から 三 〇 ヤード と 離れる て いる ない
motive	近ごろ 発作 を 起こす と 、 中心 区 の 東端 に ある 阿片窟 を 利用 する
none	ただ 、 待つ て いる ば 手紙 でも 届く ます よ 、 旦那 、 って それだけ 言う ん です
none	我々 が 今朝 、 出向く た 通り だ
motive	僕 の 心 は みるみる 猜疑 心 で いっぱい に なる 、 二 階 に 駆ける 上がる て 、 彼女 が うち に いる ない か 確か め に 行く ます た
motive	悪ふざけ 、 ただ それ だけ です と 、 オールデイカー の 哀れ っぽい 訴え は とめどない
none	では 仮に 、 この ヒュー・ブーン という 男 が ネヴィル・シンクレア を 窓 から 投げる た として 、 その 行為 を 目撃 する た 人間 は いる ない
mean	だが 急ぐ で —— ホームズ から キャンセル の 電報 が くる かも しれる ない —— この 事件 の 詳細 を 正確 に 書き記す た ノート を 探し出す 、 読者 諸氏 に その 物語 を 聞く せる う
none	道 の 真ん中 に 馬車 が 止まる て いる て 、 身支度 も そこそこ の 馬番 の 少年 が 、 その 前 で 待つ て いる た
mean	二 日 前 、 ウッドリ は この 電報 を 持つ て うち へ 来る て 、 ラルフ・スミス が 死ぬ だ と
motive	どこ で お金 を こさえる ば いい か 途方 に 暮れる て いる ます た が 、 突然 思いつく た ん です
motive	いや ね 、 この 基金 という の は 赤毛 の 一族 を 繁栄 する せる 、 種 の 保存 を する て いく こと が 目的 だ の です
motive	お 金持ち です から
mean	この 粉薬 も その 中 に ある た よ
motive	そんな 、 ナンシィ・ディヴォイ
mean	つまり そいつ は 哀れ だ ウィリアム・カーワン を 一 発 で 撃ち殺す た あと 、 脱兎 の ごとし 逃げる た ん です が 、 アレク・カニンガム さん が 寝室 の 窓 から その 姿 を 見る て おる ます て 、 それ に アレク・カニンガム くん も 裏口 から 見る た と
motive	けれど 、 とうとう 我慢 できる ない なる て 、 ひと目 この 子 に 逢う たい 、 抗う う として も やっぱり ダメ だ 危ない こと だ と 分かる てる た けど 、 この 子 を 呼び寄せる う と 決める た の
mean	銃口 から ミルヴァートン の シャツ まで 六 十 センチ 足らず だ ある た う
mean	僕 は 火曜日 の 晩 に 、 馬 の 持主 の ロス 大佐 と 事件 担当 の グレゴリ 警部 と の 両方 から 、 来る て 一緒 に 調べる て くれる という 依頼 の 電報 を 受け取る た ん だ
mean	赤毛連盟 の 風変わり だ 広告
none	君 も この 件 の 記事 は 読む だ こと が ある はず だ
none	あなた の 留守 中 も 、 仕事 に 精 を 出す て いる の です か
none	ほほう
motive	うむ 、 デイヴィド 、 つまり 旧約 で 言う ダビデ は 時折 やや 道 を 外れる
none	さて 、 次 は 事件 に 直接 関与 する て いる と 見る られる 悪党 ども に つく て だ
mean	この 女 が ストレーカ を 借財 で 首 の まわる ぬ まで に する 、 遂に この 悲惨 だ 結果 に 終る た 陰謀 を 企む せる た こと は 申す まで も ある ます ん
none	と シャーロック・ホームズ も うなずく
motive	鉛筆 で 、 本 の 遊び 紙 に 書く れる て いる
motive	健やか で 逞しい 、 父親 が 悪名 高い ジェイベス・ギルクリスト 勳士 —— 競馬 で 身 を 持ち崩す た 人物 で 、 この 生徒 は ひどい 困窮 に 追い込む れる ます た が 、 熱心 だ 勤勉
motive	なぜなら 彼 に は 換金 できる ない 書類 だ た から
mean	なぜ 拳銃 を 持つ て いく ない ば なる ない の か
none	朝 の 馬車 に 乗る 元気 は
motive	その 先 は どう する か 、 完全 に あなた の 自己 防衛 の 性質 に よる です う ね
none	ヴィンセント・スポールディング は 連盟 の こと に 詳しい て 、 役に立つ かも しれる ん ので 、 その 日 は 店 を 閉める て 、 つく て くる よう に 言いつける ます た よ
none	誰 だって 、 家庭 の 問題 を 他人 に 話す だけ でも 嫌 だ のに 、 初対面 の お 二 人 と 、 妻 の 振る舞い について 話し合う なんて 、 とんでも ない
mean	ポケット の 中 に は 拳銃 が 秘める られる 、 私 の 胸 は 無 暗に わくわく と 慄 える た
motive	さて 突然 、 財産 が やすやす と 手 に 入る という 誘惑 が もたげる た とき 、 君 は 我慢 が できる ない た
none	サックス・コバーグ・スクエア へ の 調査
none	ふたつ は 芝 地 、 そして もう ふたつ が 入る た 窓 の そば 、 汚れる た 板 の 上 に 浅い
none	明かり は まだ そこ に ある の だ
none	最後 に は あの 質屋 の 店先 に 戻る て くる た
mean	人 が あの よう だ 毒 を 使う と なる ば 、 まず その 効力 が 切れる てる ない か 確かめる ため 、 試す て みる ます ん か
none	やあ 、 シャーロック・ホームズ さん
none	でも ね 、 わし は … … 心 の 収まる が つく ん の です よ 、 シャーロック・ホームズ さん
mean	鉄砲玉 みる たい 逃げる て 後 に は 何 も
motive	なに 、 ほんの いたずら の ため に 自分 の 家 から 逃げる た と ある て は 、 まったく 世間 の 笑いもの で は ない か
motive	とにかく 私 は 窓 から 力いっぱい 放る 投げる て 、 テムズ川 へ 沈める ます た
mean	ノミ なり 硬い 刃物 なり が 差し込む れる て 錠 が こじ開ける られる て いる た
none	では 始める て くれる
mean	まあ 、 その 鵞鳥 は 今頃 、 ピータソン の 家 の 暖炉 の 前 で 、 あぶる 焼き に する れる て いる に 違い ない
motive	私 は ふと ホームズ に 会う たい 、 人並み なる ぬ 能力 を 発揮 する の を 見る たい 、 そんな 衝動 に 駆る れる た
motive	この 青年 は 元来 、 性格 も ごく 静か だ 、 決して 激情 的 だ 若者 で は ない た
mean	惨劇 の とき まさに 窓 が 開く て いる た と する ば 、 間違い ない 現場 に は 第三者 が おる 、 開く て いる た 窓 の 外 に 立つ て 、 そこ から 中 へ 向ける て 発砲
none	が 一案 が 浮かぶ で 、 御者 は 玄関 の 戸 から 走り出る て 芝 地 を 回り込む 、 例 の 長い フランス 窓 の ところ へ 向かう た
mean	彼 に は 厩 番 の ハンタ に 薬 を 盛る た 嫌疑 が ある ます
none	と シャーロック・ホームズ は 言う 、 再び 物思い に 沈む の だ ある た
none	それから どう なさる ます た か
mean	ワトスン 、 動物 園 で けばけばしい 毒蛇 なんか を 見る た とき に する 、 薄 気味 の 悪い 、 ぞっと する よう だ 感じ が する だ
mean	気の毒 だ が 起きる た まえる 、 ワトソン
none	勤務 時間 という の は 、 どの くらい の もん だ ん です か ね
motive	失踪 する た 名馬 に関して は 、 ストレーカ の 格闘 中 その 辺 に いる た もの と 見える 、 死 の 凹む の 附近 に 無数 の 足跡 が ある た が 、 それ 以来 全く 行方 不明 だ 、 莫大 だ 賞金 も かける られる た こと だ し 、 ダートムア の ジプシー ども が しきりに 目 を 配る て も いる の だ が 、 全然 知れる ない 、 最後 に 、 ハンタ の 食べる 残す た 夕食 を 分析 する て みる と 、 その 中 に は 阿片 末 が かなり 多量 に 混入 する て いる こと が 分る た
none	この ロイヤル・マロウズ の 第 一 大隊 （ 旧一一七部隊 に なる が ） 、 これ は 長年 オールダショット に 駐留 する て いる
none	これ は 古着 を 貧民 に 支給 する の を 狙い として 、 ワット 街 教会堂 の 協力 で 作る れる た 組織 だ の だ が 、 その 日 の 晩 の 八 時 に その 組合 の 会合 が 行う れる ので 、 ジェイムズ・バークリ 夫人 は 出席 する う と 夕飯 を 急ぐ で 済ませる た
none	他 の 人 だ 、 この 点 は 致命 的 に なる かねる ない の です が 、 この よう だ 素晴らしい 髪 を 持つ た 方 の こと
motive	この 卑怯 者
none	ところで 目下 、 僕 も その 読者 と 同じ 立場 に ある
motive	アーサー ・ ピナー 　 金融 代行 業 と 印字 する れる て いる ます て
none	弁護士 だ
mean	そして 高まる た ところ で 、 首 でも 絞める られる た か の よう だ 音 とともに いきなり 切れる
motive	靴 底 の 金具 に つく て いる た 土 が 机 の 上 に 残す れる 、 また 一度 こぼれる て 寝室 に 落ちる
motive	今 の わたくし で は お礼 も 十分 に は 致す かねる ます が 、 あと ひと月 ふた 月 の あいだ に 結婚 する て 、 お金 を 自由 に できる よう に なる ます ので 、 そう する ば 相応 の お礼 も できる か と 思う ます
motive	それから 父親 が 夜 、 部屋 に 引き取る 音 が 聞こえる た 、 あなた は 窓 の 鎧戸 を 開く 、 掛け金 を 外す て 、 そこ から ランプ で 僕ら に 合図 する て くださる
motive	それ ゆえ 、 金銭 問題 が 本人 の 心 に 重い のしかかる て いる という の は 筋違い と 言える う
none	君 が どう 役に立つ か 、 そう 、 貴重 だ 役割 を 果たす ほど に
motive	ちょうど 私 の 位置 から は 、 金庫 の ドア が 完全 に は 閉まる て いる ない の が 明らか すぎる ほど はっきり と 見える て いる た
none	だが 、 結局 は 何 で も ない こと だ ん です な
motive	護身 用 として も 、 攻撃 用 として も 貧弱 だ こと は 貧弱 です が 、 その 時 手近 に ある た もの の うち で は 、 これ が 一番 よい た ん です う
motive	男 の 名 は ヘンリ・ウッド 、 ご 婦人 方 が 男 と 会う た まさに その 街 の 下宿 に 住む で いる た
none	指 を もぞもぞ する せる て いる と 思う ば 、 手 が にゅっと 出る て くる た
none	と 私 が ほほえむ と 、
mean	電報 に よる ば どうも 、 ホームズ 先生 、 代理人 の ふり は 無駄 だ た よう だ
none	だから … … だから です よ 、 あんた が 困る た 人 の 相談 に ちゃんと 乗る て くれる 、 ちゃんと 手助け する て くれる 、 っていう 人 だ と 聞く て いる た から です ね 、 わし は 一目散 に やってくる た わけ だ ん です よ
none	おや 、 へぇ
none	まったく あっさり する た 事件 です た な 、 結局
motive	あっ という ま に 金庫 の ドア を 閉める て コート を とりあげる 、 道具 を ポケット に 押す こむ と 、 私 に つく て くる よう 合図 する ながら 出窓 の カーテン の 後ろ に 飛びこむ だ
motive	役者 だ た 頃 、 もちろん 扮装 術 は 学ぶ ます た し 、 その 腕前 も 楽屋 で は 評判 です た から ね
motive	もし 、 ミルヴァートン の 目 つき が こわばる たり する て 、 金庫 の こと に 気付く れる た と わかる た とき は 、 飛び出す て いく て 、 自分 の コート を 頭 に かぶせる 羽交い締め に する 、 あと は ホームズ に 任せる う と 心 に 決める た
mean	その 、 僕 の 考え で は 、 その 気の毒 だ ウィリアム という 男 が 来る た の は 、 強盗 が 屋敷 に 入る 前 だ ない あと だ という の も 、 まあ ある うる の だ は ない か と
none	つく て くる た まえる 、 ワトソン
none	だが 人間 も 年 を 取る と 、 故郷 が 恋しい なる
mean	いつ 何 時 つかまる て 調べる られる かも 知れる ぬ 、 なお 宝石 は 胴着 の かくす の 中 に ある の です
none	こっち から 行く ん じゃ ない て 、 向こう から 来る て くれる ます から ね
none	に する て も 、 その 鉄 の 身体 で さえ も が 二 ヶ月 にわたる 捜査 の 重圧 で 参る て おる 、 その 期間 は 一 日 の 活動 が 十 五 時間 を 下る こと が 決して ない 、 当人 の 話 で は 一度 なる ぬ 五 日間 も 立て続け に 机 に しがみつく て いる た こと まで ある た という
mean	写真 は 右側 、 呼び鈴 の 紐 の すぐ 上 、 羽目板 を ずらす た 窪 みの 中 に ある た
none	他 に は 何 か
mean	と 声 を 出す ものの 、 薬 の 反動 か 弱々しい ぼろぼろ の 体 で 、 全身 の 筋肉 が 震える て いる た
none	その とき 、 メリウェザー 氏 は こう 言う た
none	警察 か
mean	カラザズ さん が 間 に 入る て 引き離す て くれる ます た が 、 あの 男 は 家主 に 飛びかかる て 殴る 倒す て しまう 、 顔 に 怪我 まで
motive	第 一 、 モラン 大佐 と アデイア 青年 と は 、 その 仲間 の 間 で 、 かなり の 金 を 勝つ た と 云う こと は 、 もう 明 か に なる て いる の だ
none	僕 が 君 の 帽子 を 見る て 一 週間 分 の 埃 が たまる て いる た と する
none	男 の 大きな 声
motive	建物 内 を 調べる た ところ 、 警備 員 の 惨殺 体 が 折りたたむ れる た 状態 で 最大 の 金庫 に 押し込む れる て いる の が 発見 する れる 、 トゥーソン 巡査 部長 の 迅速 だ 行動 が ない ば 月曜 まで 見つかる ない た もの と 思う れる
motive	経緯 は こう だ
motive	その 男 は 自分 より かなり 年上 の 女 と 金 目当て で 結婚 する た
none	ね 、 見事 だ もの です う
motive	金庫 、 牛乳 の 皿 、 先 を 輪 に 結ぶ で ある 鞭 、 これら を 見る ば 、 もはや 少し の 疑問 を 残す ところ も ない
none	それなら ある そう だ
mean	カラザズ 、 君 も その 拳銃 を くれる ない か
mean	先 の 火曜日 、 ホームズ から くる た 電報 に —— ホームズ は 電報 の 届く ところ に 手紙 を 書く よう だ 人間 で は ない —— こんな こと が 書く て ある た の だ
mean	毒蛇
none	シャーロック・ホームズ は 眠りこける た の だ 、 と 思う た
none	さながら 移民 船 の 一室 だ
mean	しかも それ を やる とき の 顔 と 来る た 、 小馬鹿 に する た よう だ 、 意地 の 悪い そう だ 横柄 だ 顔 、 あいつ が 同じ 年 くらい の 男 だ た 、 もう 二 十 回 は 殴る てる ところ だ
none	ああ 、 外 で 待つ せる て ある
mean	欧州 じゅう が 友人 の 名 に 沸く 、 部屋 じゅう が 祝電 で 文字通り 足 が 埋まる て しまう た とき も 、 見る と 友人 は 黒 々 と する た 憂鬱 の 餌食 に なる て いる
motive	この 悪癖 が 身 に 付く た の は 学生 時代 のち ょっとしたおふざけかららしい
mean	銃声 が 家 の もの を 起こす て しまう た の だ
none	一撃 を 避ける う と 身体 を 翻す た お それ も ある
none	そこ の 持ち主 は 、 角張る た 顔 に 整える られる た 頬髭 、 どこ か 馬 好き の 雰囲気 が ある 、 手伝い の 少年 と 一緒 に 店じまい を する て いる ところ だ た
none	すぐ に 軽 馬車 で 出る られる う
motive	さて 彼女 の 結婚 は 、 むろん 年 百 の 損失 を 意味 する
none	と 駅 へ と 向かう ながら 私 は 言う た
none	ぐずぐず する て いる 暇 は ない
