そういう ところ へ 泥 を 揚げる 乗り物 と 言う ば 二 輪 馬車 だけ だ 、 なお 御者 の 左側 に 腰 を 下ろす た 場合 に 限る れる ます	そういうところへ泥を揚げる乗り物と言えば二輪馬車だけで、なお御者の左側に腰を下ろした場合に限られます
説明 は わかる ます ん が 、 おっしゃる 通り です	説明はわかりませんが、おっしゃる通りです
わたくし は 今朝 六 時 に 家 を 出る ます て 、 二 〇 分 に レザヘッド駅 へ 着く 、 それから ウォータルー 行き の 始発 に 乗る て まいる ます た	わたくしは今朝六時に家を出まして、二〇分にレザヘッド駅へ着き、それからウォータルー行きの始発に乗ってまいりました
わたくし は 、 わたくし は もう これ 以上 耐える られる ます ん	わたくしは、わたくしはもうこれ以上耐えられません
この まま で は おかしい なる そう です	このままではおかしくなりそうです
頼れる 人 が おる ます ん … … 誰 も	頼れる人がおりません……誰も
ただ ひとり 、 心配 する て くれる 者 も ある ます が 、 あいにく 、 力 に なれる ない の です	ただひとり、心配してくれる者もありますが、あいにく、力になれないのです
そこで シャーロック・ホームズ さん の こと を 思い出す て	そこでホームズさんのことを思い出して
ファリントッシュ さん から うかがう て 、 助ける て いただく た こと が ある と	ファリントッシュさんからうかがって、助けていただいたことがあると
この 住所 を 教える て いただく た ん です	この住所を教えていただいたんです
どうか わたくし を お 助ける くださる	どうかわたくしをお助けください
いえ 、 せめて 、 今 わたくし を 取り巻く て いる 深い 闇 に 、 少し の 光 を … …	いえ、せめて、今わたくしを取り巻いている深い闇に、少しの光を……
今 の わたくし で は お礼 も 十分 に は 致す かねる ます が 、 あと ひと月 ふた 月 の あいだ に 結婚 する て 、 お金 を 自由 に できる よう に なる ます ので 、 そう する ば 相応 の お礼 も できる か と 思う ます	今のわたくしではお礼も十分には致しかねますが、あとひと月ふた月のあいだに結婚して、お金を自由にできるようになりますので、そうすれば相応のお礼もできるかと思います
シャーロック・ホームズ は 自分 の 机 の ところ へ 行く 、 錠 を 外す て 、 取り出す た 小さな 事件 簿 を めくる た	ホームズは自分の机のところへ行き、錠を外して、取り出した小さな事件簿をめくった
ファリントッシュ … … そう か 、 思い出す た	ファリントッシュ……そうか、思い出した
オパール の 髪 飾り か	オパールの髪飾りか
知り合う 前 の 事件 だ 、 ワトソン	知り合う前の事件だ、ワトソン
断言 致す ます 、 この シャーロック・ホームズ 喜ぶ で 、 ご 友人 の とき と 同じく あなた に も 最大限 の 助力 を 致す ます	断言致します、このホームズ喜んで、ご友人のときと同じくあなたにも最大限の助力を致します
お礼 の こと です が 、 事件 そのもの が 既に 報酬 です	お礼のことですが、事件そのものが既に報酬です
支払う 金額 は お 任せる 致す ます し 、 都合 の よい とき で	支払う金額はお任せ致しますし、都合のよいときで
僕 が お願い する の は 、 すべて を お話 くださる 、 と だけ	僕がお願いするのは、すべてをお話ください、とだけ
どんな こと だ も 、 事件 を 考える の に 役立つ ます ので	どんなことでも、事件を考えるのに役立ちますので
ああ	ああ
と 依頼 人 が 話す 始める	と依頼人が話し始める
今 の わたくし にとって 最も 恐ろしい こと は 、 この 恐怖 が 何 の ため か わかる ない こと です て 、 まったく 些細 だ こと が 気 に なる の です	今のわたくしにとって最も恐ろしいことは、この恐怖が何のためかわからないことでして、まったく些細なことが気になるのです
他人 から 見る ば つまらない こと かも しれる ます ん	他人から見ればつまらないことかもしれません
本来 頼り に する べし あの 方 だ さえ 、 神経質 だ 女 の たわ言 だ と 考える くらい だ の です から	本来頼りにすべきあの方でさえ、神経質な女のたわ言だと考えるくらいなのですから
口 に は 出す ます ん が 、 なだめる たり 、 目 を そらす たり 、 わたくし に も わかる ます	口には出しませんが、なだめたり、目をそらしたり、わたくしにもわかります
しかし 、 シャーロック・ホームズ さん 、 あなた は 人間 の 心 に 潜む 悪意 だ 、 どんな もの だ も 見抜く れる とか	しかし、ホームズさん、あなたは人間の心に潜む悪意なら、どんなものでも見抜かれるとか
ですから 、 わたくし に 近づく 危険 を どう 避ける ば よい の か 教える て くださる と 思う て … …	ですから、わたくしに近づく危険をどう避ければよいのか教えてくださると思って……
傾聴 致す ます	傾聴致します
わたくし は 、 ヘレン・ストーナ と 申す ます	わたくしは、ヘレン・ストーナと申します
ただいま 義理 の 父親 の グリムズビ・ロイロット 博士 と 一緒 に 住む で おる ます	ただいま義理の父親のロイロット博士と一緒に住んでおります
グリムズビ・ロイロット 家 は 、 イングランド で も 古い サクソン の 家系 の 末裔 で 、 サリィ州 の 西 の 果て 、 ストーク・モラン に ござる ます	ロイロット家は、イングランドでも古いサクソンの家系の末裔で、サリィ州の西の果て、ストーク・モランにございます
シャーロック・ホームズ は うなずく た	ホームズはうなずいた
その 名 は 存じる て おる ます	その名は存じております
一時 は 、 一族 も 裕福 だ ある ます た	一時は、一族も裕福でありました
地所 は 、 北 は バークシア 、 西 は ハンプシア まで 広がる て おる ます た	地所は、北はバークシア、西はハンプシアまで広がっておりました
しかし 一八世紀 、 四 代 にわたり 当主 たち が 放埒 を する て 財産 を 使い果たす 、 結果 として 、 摂政 時代 に は 賭博 で 一族 は 身 を 崩す て しまう ます た	しかし一八世紀、四代にわたり当主たちが放埒をして財産を使い果たし、結果として、摂政時代には賭博で一族は身を崩してしまいました
ただ 数 エーカー の 土地 と 、 築 二〇〇年 に も なる 屋敷 だけ は 残る ます た が 、 それ も 抵当 に 入る て いる 始末 だ ござる ます	ただ数エーカーの土地と、築二〇〇年にもなる屋敷だけは残りましたが、それも抵当に入っている始末でございます
先代 は それでも 無為 だ 人生 を 送る 、 清貧 に 甘んじる た とか	先代はそれでも無為な人生を送り、清貧に甘んじたとか
けれども その ひとり 息子 、 つまり これ が 義理 の 父 だ の です が 、 そこ から 抜け出る う と 思う た らしい 、 親類 から 学資 を 立て替える て もらう 、 どうにか 医者 の 学位 を 取る ます た	けれどもそのひとり息子、つまりこれが義理の父なのですが、そこから抜け出ようと思ったらしく、親類から学資を立て替えてもらい、どうにか医者の学位を取りました
それから インド の カルカッタ へ 参る ます て 、 そこで 、 技術 と 持ち前 の 性格 も ある て か 、 医院 を 開業 致す ます た	それからインドのカルカッタへ参りまして、そこで、技術と持ち前の性格もあってか、医院を開業致しました
ある とき 、 家内 で 窃盗 事件 が 立て続け に 起こる ます て 、 かん しゃく を 起こす 、 現地 で 雇う た 執事 を 殴る 殺す て しまう た そう です	あるとき、家内で窃盗事件が立て続けに起こりまして、かんしゃくを起こし、現地で雇った執事を殴り殺してしまったそうです
死刑 は すんで の ところ で 免れる た よう です	死刑はすんでのところで免れたようです
もっとも 、 長い 禁固刑 に 苦しめる られる た せい か 、 その後 、 内地 へ 戻る て から は 、 すれる た 気むずかしい 人 に なる て しまう ます た	もっとも、長い禁固刑に苦しめられたせいか、その後、内地へ戻ってからは、すれた気むずかしい人になってしまいました
その グリムズビ・ロイロット 博士 と わたくし の 母 が 結婚 する た の は 、 インド に いる た 頃 で 、 当時 わたくし の 母 は 、 ベンガル砲 兵隊 に いる た ヘレン・ストーナ 少将 の 若い 未亡人 です た	そのロイロット博士とわたくしの母が結婚したのは、インドにいた頃で、当時わたくしの母は、ベンガル砲兵隊にいたストーナ少将の若き未亡人でした
わたくし と 、 姉 の ジュリア は 双子 で 、 再婚 する た とき は まだ 二 歳 の 赤ん坊 だ ござる ます た	わたくしと、姉のジュリアは双子で、再婚したときはまだ二歳の赤ん坊でございました
母 は かなり の 金持ち だ ござる ます て 、 一 年 に 一 〇 〇 〇 ポンド 以上 の 収入 が ござる ます た が 、 その 金 は そっくり グリムズビ・ロイロット 博士 に 遺言 で 譲る て しまう ます た	母はかなりの金持ちでございまして、一年に一〇〇〇ポンド以上の収入がございましたが、その金はそっくりロイロット博士に遺言で譲ってしまいました
もっとも それ は 、 わたくし ども 姉妹 が 、 継父 と 一緒 に 暮らす て いる あいだ の こと だけ だ 、 もし わたくし ども が 結婚 いたす ます と 、 それから 後 は わたくし ども に も 毎年 ある 決まる た 金額 の 金 を 分ける て くれる 決まり に なる て いる の だ ござる ます	もっともそれは、わたくしども姉妹が、継父と一緒に暮らしているあいだのことだけで、もしわたくしどもが結婚いたしますと、それから後はわたくしどもにも毎年ある決まった金額の金を分けてくれる決まりになっているのでございます
母 は 内地 に 帰る て まもなく 亡くなる ます た	母は内地に帰ってまもなく亡くなりました
八年前 、 クルー の 近く で 鉄道 事故 に 遭う た の です	八年前、クルーの近くで鉄道事故に遭ったのです
母 亡き後 の 父 は 、 ロンドン で 開業 する つもり だ ある た の を よす て 、 わたくし ども を 連れる 、 ストーク・モラン に ある 一族 代々 の 屋敷 へ 戻る て 住む こと に なる ます た	母亡き後の父は、ロンドンで開業するつもりであったのをよして、わたくしどもを連れ、ストーク・モランにある一族代々の屋敷へ戻って住むことになりました
母 の 遺産 が ある ます こと ゆえる 、 生活 に は 何 不自由 ない 、 よそ 様 が ご覧 に なる ば 、 わたくし ども は まことに 結構 だ 身分 の よう に 見える た こと だ ござる ます う	母の遺産がありますことゆえ、生活には何不自由なく、よそ様がご覧になれば、わたくしどもはまことに結構な身分のように見えたことでございましょう
ところが この 頃 から 、 にわかに 父 の 様子 が 変わる て まいる ます た	ところがこの頃から、にわかに父の様子が変わってまいりました
人 と 付き合う こと を 極端 に 嫌う ます て 、 ストーク・モラン の グリムズビ・ロイロット が 代々 の 地所 に 戻る て くる た と 村人 が 喜ぶ に も かかわる ぬ 、 家 の 中 に 閉じこもる て ばかり いる ます た	人と付き合うことを極端に嫌いまして、ストーク・モランのロイロットが代々の地所に戻ってきたと村人が喜ぶにもかかわらず、家の中に閉じこもってばかりいました
たまに 外出 いたす ます と 、 道 で 会う た 村人 と 相手 かまう ぬ の 喧嘩 を する の です	たまに外出いたしますと、道で会った村人と相手かまわずの喧嘩をするのです
もともと グリムズビ・ロイロット 家 の 者 は 気 の 荒い 血筋 を 引く て いる の です が 、 父 の 場合 は 、 その 血筋 の 上 に 熱帯 で の 長い 生活 が 重なる て 、 いっそう ひどい の だ ござる ます た	もともとロイロット家の者は気の荒い血筋を引いているのですが、父の場合は、その血筋の上に熱帯での長い生活が重なって、いっそうひどいのでございました
警察 沙汰 に なる た 事件 も 二 度 や 三 度 だ は ござる ます ん	警察沙汰になった事件も二度や三度ではございません
村 の 人々 は すっかり おびえる て しまう 、 しまいに は 父 の 姿 を 見る と 、 誰 も 皆 あわてる て 逃げる よう に さえ なる て しまう ます た	村の人々はすっかりおびえてしまい、しまいには父の姿を見ると、誰も皆あわてて逃げるようにさえなってしまいました
何しろ 父 と 来る た 恐ろしい 力 の 強い 人 で 、 怒る た と なる と 全く 手 が つける られる ない なる の だ ござる ます	何しろ父と来たら恐ろしく力の強い人で、怒ったとなると全く手がつけられなくなるのでございます
つい 先週 も 、 父 は 村 の 鍛冶 屋 さん を 橋 の 欄干 から 川 の 中 へ 突き落とす て しまう ます た	つい先週も、父は村の鍛冶屋さんを橋の欄干から川の中へ突き落としてしまいました
訴える 出る という の を 、 かき集める た お金 を 出す て やる と 勘弁 する て いただく た ほど だ ござる ます	訴え出るというのを、かき集めたお金を出してやっと勘弁していただいたほどでございます
父 の お 友だち と いう て は 、 漂泊 の ロマ の 一団 だけ だ 、 グリムズビ・ロイロット 家 の 地所 として 残る て いる わずか 数 エーカー ほど の 茨 の 茂る た 土地 で 、 野宿 する て よい と 言う て ある そう です	父のお友だちといっては、漂泊のロマの一団だけで、ロイロット家の地所として残っているわずか数エーカーほどの茨の茂った土地で、野宿してよいと言ってあるそうです
その 交換 条件 として 、 父 は いつ でも そこ で の 寝泊まり を 許す れる て いる ます ので 、 時に よる と 父 は 同行 する て 何 週間 も 処々方々 を 回る こと さえ ござる ます た	その交換条件として、父はいつでもそこでの寝泊まりを許されていますので、時によると父は同行して何週間も処々方々を回ることさえございました
また 父 は 、 インド 産 の 動物 が 好き だ 、 現地 から よく 動物 を 買い入れる て おる ます	また父は、インド産の動物が好きで、現地からよく動物を買い入れております
現に ただ いま も 、 屋敷 に は 豹 が 一 頭 と ヒヒ が 一 頭 、 いずれ も 放し飼い に なる て おる ます て 、 いっそう 村人 を 怖がる せる 原因 に も なる て おる ます	現にただいまも、屋敷には豹が一頭とヒヒが一頭、いずれも放し飼いになっておりまして、いっそう村人を怖がらせる原因にもなっております
この お話 で 、 かわいそう だ 姉 ジュリア と わたくし と の 暮らし が 、 今 まで 決して 楽しい もの だ ない た こと は お わかる に なる た と 存じる ます	このお話で、かわいそうな姉ジュリアとわたくしとの暮らしが、今まで決して楽しいものでなかったことはおわかりになったと存じます
屋敷 に は ひとり の 召使い さえ おりる ます ん ので 、 長い 間 、 家 の こと は わたくし ども 姉妹 の 手 で すべて 看る て まいる ます た	屋敷にはひとりの召使いさえおりませんので、長い間、家のことはわたくしども姉妹の手ですべて看てまいりました
姉 の 享年 は まだ 三 〇 です た のに 、 その 髪 は 白髪 が ちらほら と 、 ただ いま の わたくし と 同じ よう に	姉の享年はまだ三〇でしたのに、その髪は白髪がちらほらと、ただいまのわたくしと同じように
お 姉 さま は お 亡くなる に	お姉さまはお亡くなりに
ちょうど 二年前 に	ちょうど二年前に
実は お話し する たい の も 、 この 姉 の 死 に つく て だ ござる ます	実はお話ししたいのも、この姉の死についてでございます
ご 想像 つく か と 存じる ます が 、 この よう だ 暮らし です ので 、 同 世代 同 身分 の 人 と は なかなか 付き合い が 難しい	ご想像つくかと存じますが、このような暮らしですので、同世代同身分の人とはなかなか付き合いが難しく
けれども 、 母 の 妹 に当たる ホノーリア・ウェストファイル という 叔母 が ハロウ の 近く に 住む で おる ます て 、 父 も ここ を 訪ねる こと だけ は 許す て くださる ます	けれども、母の妹に当たるホノーリア・ウェストファイルという叔母がハロウの近くに住んでおりまして、父もここを訪ねることだけは許してくださいます
ジュリア は 二年前 の クリスマス に そこ へ 参る ます て 、 休職 中 の 海軍 少佐 の 方 と 出会う 、 婚約 の 運び と なる た の だ ござる ます	ジュリアは二年前のクリスマスにそこへ参りまして、休職中の海軍少佐の方と出会い、婚約の運びとなったのでございます
父 は この 婚約 を 知る て も 別段 何 も 文句 を 申す ます ん です た が 、 式 の 日取り の 二週間前 に 、 あの 恐ろしい 事件 の ため に 、 わたくし は たった ひとり の 姉 を 失う て しまう た の です	父はこの婚約を知っても別段何も文句を申しませんでしたが、式の日取りの二週間前に、あの恐ろしい事件のために、わたくしはたったひとりの姉を失ってしまったのです
シャーロック・ホームズ は ずっと 目 を 閉じる 、 椅子 の 背 に 頭 を 押しつける て いる た が 、 この とき 細目 を 開ける て 、 依頼 人 の 方 を ちらりと 見る た	シャーロック・ホームズはずっと目を閉じ、椅子の背に頭を押しつけていたが、このとき細目を開けて、依頼人の方をちらりと見た
願わくは 、 詳しい お話 を	願わくは、詳しいお話を
隅々 まで お話し 致す ます	隅々までお話し致します
あまりの 恐ろしい さ に 、 今 も わたくし の 記憶 に はっきり と 焼き付く て おる ます	あまりの恐ろしさに、今もわたくしの記憶にはっきりと焼き付いております
わたくし ども の 屋敷 は 、 申しあげる ます た よう に たいへん 古い 、 ただいま 使う て おる ます の は 一 棟 だけ だ ござる ます	わたくしどもの屋敷は、申しあげましたようにたいへん古く、ただいま使っておりますのは一棟だけでございます
寝室 は 一 階 に ござる ます て 、 中程 に 居間 が ござる ます	寝室は一階にございまして、中程に居間がございます
一 番目 が グリムズビ・ロイロット さん の 寝室 、 その 隣 が 姉 、 次 が わたくし の に なる て おる ます	一番目がロイロットさんの寝室、その隣が姉、次がわたくしのになっております
寝室 同士 は 行き来 が できる ます ん が 、 各 部屋 の 入り口 は 同じ 廊下 に 並ぶ で おる ます	寝室同士は行き来ができませんが、各部屋の入り口は同じ廊下に並んでおります
こんな 説明 で よろしい です う か	こんな説明でよろしいでしょうか
問題 ある ます ん	問題ありません
寝室 の 窓 から は 庭 の 芝 地 が 見える ます	寝室の窓からは庭の芝地が見えます
事件 当夜 は 、 グリムズビ・ロイロット さん は 早くから 寝室 へ 下がる ます た が 、 おそらく お 休み に なる た の だ は ない と 思う ます	事件当夜は、ロイロットさんは早くから寝室へ下がりましたが、おそらくお休みになったのではないと思います
姉 に よる ば 、 父 が いつも 吸う インド 煙草 の きつい 臭い に ひどい 悩ます れる た と	姉によれば、父がいつも吸うインド煙草のきつい臭いにひどく悩まされたと
です ので 、 姉 は 自室 を 出る て 、 隣 の わたくし の 部屋 へ 参る ます た	ですので、姉は自室を出て、隣のわたくしの部屋へ参りました
しばらく わたくし ども は 、 すぐ 先 に 迫る た 姉 の 婚礼 の 話 を する て おる ます た	しばらくわたくしどもは、すぐ先に迫った姉の婚礼の話をしておりました
十 一 時 に 姉 は 帰る と て 立ち上がる ます た が 、 ふと 戸口 の ところ で 立ち止まる 、 振り返る て こんな こと を 申す ます た	十一時に姉は帰るとて立ち上がりましたが、ふと戸口のところで立ち止まり、振り返ってこんなことを申しました
ねえ 、 ヘレン・ストーナ	ねえ、ヘレン
あなた 真夜中 に 、 誰か が 口笛 を 吹く て いる の を 聞く ない	あなた真夜中に、誰かが口笛を吹いているのを聞かない
いいえ 、 何 も	いいえ、何も
まさか 、 あなた が 眠る ながら 口笛 を 吹く わけ だ も ない です う し	まさか、あなたが眠りながら口笛を吹くわけでもないでしょうし
当たり前 じゃ ない の	当たり前じゃないの
どうして	どうして
だって この 頃 、 毎晩 の よう に 、 真夜中 の 三時 頃 かしら 、 低い 口笛 が 聞こえる て ね	だってこの頃、毎晩のように、真夜中の三時頃かしら、低い口笛が聞こえてね
いつも 眠り が 浅い から 、 音 が 聞こえる と 目 が 覚める ちゃう て	いつも眠りが浅いから、音が聞こえると目が覚めちゃって
どこ で 吹く てる の か 分かる ない ん だ けど … … 隣 の 部屋 か 、 ひょっと する と 芝 地 の 方 か 、 一度 あなた に 聞く ない ちゃ と 思う てる た の	どこで吹いてるのか分からないんだけど……隣の部屋か、ひょっとすると芝地の方か、一度あなたに聞かなくちゃと思ってたの
聞く ない けど 、 あたり に いる ロマ の 仕業 じゃ ない	聞かないけど、あたりにいるロマの仕業じゃない
そう かも しれる ない	そうかもしれない
でも 、 芝 地 で 吹く ん だ と する と 、 あなた の 耳 に も 聞こえる そう だ もの ね	でも、芝地で吹くんだとすると、あなたの耳にも聞こえそうなものね
でも 、 あたし 、 姉さん と 違う て 、 安眠 する ちゃう から	でも、あたし、姉さんと違って、安眠しちゃうから
まあ 、 何 に する くだらない こと ね	まあ、何にせよくだらないことね
と 、 姉 は 笑う て 、 わたくし の 部屋 の 戸 を 閉める ます た	と、姉は笑って、わたくしの部屋の戸を閉めました
そして それ に つづく て 姉 が 自室 の 鍵 を かける 音 が 聞こえる ます た	そしてそれにつづいて姉が自室の鍵をかける音が聞こえました
なるほど	なるほど
と シャーロック・ホームズ が 答える	とホームズが答える
毎晩 、 部屋 に 鍵 を かける の です か	毎晩、部屋に鍵をかけるのですか
はい 、 いつも	はい、いつも
どうして	どうして
